CLAIM,KIDSDRIV,AGE,HOMEKIDS,INCOME,HOMEOWN,MSTATUS,GENDER,EDUCATION,TRAVTIME,CAR_USE,BLUEBOOK,TWC,RED_CAR,CLM_BEF,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
0,0,57,0,47248,0,1,0,1,32,1,27690,4,0,1,0,1,10,1
0,0,53,0,74061,1,1,0,1,70,0,13430,9,0,0,0,0,11,1
1,0,37,1,83419,1,1,1,0,33,1,9840,10,0,1,0,1,1,1
0,0,47,0,129926,0,0,0,1,62,0,15650,4,1,1,0,1,9,1
0,0,40,0,96462,1,0,0,1,20,0,15150,4,1,0,0,0,12,1
0,0,45,0,63457,1,1,0,1,33,1,28770,1,0,1,0,1,8,1
0,0,58,0,65923,1,1,0,1,30,1,29800,1,1,1,0,1,8,1
0,0,48,0,29295,1,1,0,0,28,0,9230,4,1,0,0,1,1,0
0,0,46,0,60213,1,1,0,0,29,0,22630,1,1,0,0,1,7,1
0,0,32,0,36763,1,1,0,0,12,0,6550,7,1,1,0,1,5,1
0,0,54,0,93400,1,1,0,0,26,1,16240,6,1,1,0,0,1,1
0,0,39,0,103073,1,0,1,1,29,0,28750,1,0,0,0,0,1,1
1,0,42,1,80130,1,1,0,0,6,1,5700,4,1,1,1,1,1,1
0,0,53,0,10232,1,1,1,1,33,0,24470,16,0,1,0,1,18,1
0,0,39,0,67011,0,0,1,0,39,1,25740,1,0,1,0,1,1,1
0,0,44,0,0,1,0,1,0,72,0,20230,1,0,0,0,0,8,0
0,0,56,1,99186,1,1,0,1,35,1,16820,3,1,0,0,1,9,1
0,0,49,0,165193,0,0,1,1,29,1,27170,1,0,0,1,0,17,1
0,0,43,1,10859,1,1,1,0,45,1,19150,6,0,0,0,1,4,0
1,0,46,0,98572,0,0,0,1,27,1,17020,1,0,1,0,1,10,1
1,1,37,1,80183,0,0,1,1,22,1,15500,4,0,1,0,1,12,1
0,0,33,1,27939,0,0,1,0,18,0,4290,10,0,0,0,0,6,0
1,0,22,0,0,0,0,0,0,22,0,3700,3,1,0,0,0,1,1
0,0,55,0,24785,1,1,1,1,63,0,9480,1,0,1,0,0,9,1
1,0,60,0,0,1,1,1,0,30,0,7500,4,0,1,0,1,1,1
0,1,36,1,20926,1,1,0,0,23,0,9000,6,0,1,1,1,1,1
0,0,60,0,89504,1,0,1,1,50,0,10450,6,0,1,0,1,19,1
0,0,53,0,34455,0,0,0,1,62,1,28170,11,0,0,0,1,15,1
0,1,45,1,26681,1,0,1,1,10,0,14560,1,0,0,0,1,13,0
0,1,43,1,57170,1,1,1,0,41,0,26320,9,0,1,0,0,1,1
0,0,43,0,89955,1,1,1,1,43,0,26740,1,0,0,0,0,1,1
1,0,49,0,43676,0,0,1,0,22,1,10770,4,0,1,0,1,7,1
1,0,36,1,27370,0,0,0,0,25,1,13670,4,0,1,0,1,7,1
0,0,50,0,63166,1,1,1,0,26,0,12990,4,0,0,0,0,1,1
1,0,64,0,45110,1,1,0,1,22,1,14860,1,0,0,0,0,9,1
0,0,56,1,47562,1,1,1,0,16,1,21880,1,0,1,0,1,7,1
1,1,41,1,43488,0,0,1,0,48,0,9950,11,0,0,0,1,1,1
0,0,60,0,0,1,1,1,1,45,0,23800,3,0,1,0,1,12,1
0,0,45,0,62991,1,1,1,1,30,0,12300,6,0,1,0,1,7,1
0,1,53,1,63593,0,0,1,1,39,1,23410,13,0,0,0,0,10,0
0,0,51,0,81987,1,0,0,0,36,0,14800,9,0,0,0,0,8,0
0,0,53,0,50516,1,1,1,0,5,0,11850,1,0,0,0,0,1,1
0,0,55,0,74441,1,1,1,1,18,0,16050,1,0,0,0,0,1,1
0,0,52,0,130393,1,1,0,1,34,0,22360,1,1,0,0,1,11,1
0,0,45,1,191579,1,1,0,1,8,0,6200,1,0,0,1,1,13,1
0,0,41,0,99403,1,0,1,1,36,0,16520,1,0,0,0,1,1,0
0,0,36,0,107845,1,1,1,1,27,0,15880,4,0,0,0,0,15,1
1,0,32,1,6622,0,1,1,0,22,0,1500,6,0,0,0,0,7,1
0,0,65,1,29603,1,1,0,0,26,1,10960,9,0,1,0,1,1,1
0,0,43,0,43900,1,1,0,0,11,0,19760,1,1,1,0,1,8,1
0,0,41,0,169599,0,0,0,1,31,1,27680,4,1,1,0,1,20,1
0,0,35,0,76219,1,1,1,1,13,0,9120,1,0,0,0,1,7,0
0,0,43,1,75423,0,0,0,1,28,1,36290,13,1,1,0,1,11,1
0,0,41,1,139860,1,0,1,1,33,1,33210,10,0,1,0,1,11,1
0,0,56,0,104468,1,1,0,1,49,1,27950,1,1,0,0,1,11,1
0,0,37,0,112814,1,1,0,1,52,1,25630,4,1,0,0,1,17,1
0,0,40,1,84157,1,1,0,1,49,1,38320,4,0,1,0,1,1,1
0,1,45,1,23000,1,1,0,0,19,0,10680,6,0,0,0,0,8,0
0,0,57,0,171913,1,1,0,1,67,1,37960,10,0,1,0,1,11,1
1,0,64,0,40188,1,1,0,1,65,1,7900,1,1,1,1,0,11,1
1,0,50,0,27783,0,0,0,0,41,1,6500,1,1,1,0,1,1,1
0,0,38,0,17724,1,1,0,0,31,0,12270,10,0,0,0,0,6,0
0,0,28,1,20852,1,1,1,0,5,0,20960,1,0,1,1,1,1,1
0,0,57,0,60599,1,1,1,1,50,0,16550,4,0,1,1,0,12,1
0,0,58,0,102092,1,1,1,1,16,0,17510,6,0,0,0,1,13,1
0,0,49,0,147455,1,0,0,1,53,1,23230,6,0,0,0,0,22,1
1,1,41,1,96166,1,1,1,1,29,0,15220,1,0,0,1,1,8,1
0,0,49,0,7077,0,1,1,0,35,0,9700,17,0,0,0,0,11,1
1,0,56,0,47847,1,1,1,1,49,1,11880,1,0,0,0,1,12,1
1,0,45,1,102765,0,0,1,1,43,0,19680,6,0,0,0,0,17,1
1,0,31,1,38453,1,0,1,0,9,1,17360,6,0,1,0,1,1,1
0,0,46,0,196756,1,1,1,1,12,1,25780,1,0,1,0,1,13,1
0,0,57,0,81022,1,1,1,0,35,0,31280,1,0,0,1,1,9,1
0,0,55,0,44967,1,1,0,0,30,0,6000,1,1,0,0,0,9,1
0,1,39,1,30728,1,1,1,1,6,0,27250,6,0,1,0,1,11,0
0,0,44,0,169602,0,0,1,1,37,0,28650,10,0,1,0,1,16,1
0,0,48,0,100709,0,0,1,1,12,0,16370,1,0,0,1,1,1,1
0,0,27,1,38951,1,1,1,0,18,0,9780,6,0,0,0,1,7,1
1,0,42,0,50009,0,0,0,1,64,1,17000,1,0,0,0,1,14,1
0,0,55,0,37537,1,1,1,1,30,1,10750,6,0,1,0,1,11,1
1,0,52,0,37388,0,0,0,0,26,1,7310,4,1,1,1,1,1,1
0,1,41,1,62840,1,1,1,1,52,1,35960,13,0,0,0,1,12,1
0,0,42,1,122085,1,1,1,1,33,0,18450,6,0,0,0,0,15,1
0,0,32,1,25749,1,1,1,0,33,0,4700,7,0,1,0,1,1,1
0,0,27,1,53458,1,1,0,1,26,0,21600,10,1,1,0,1,7,1
1,0,45,0,61696,1,1,0,1,43,0,18090,4,1,0,1,1,12,1
1,0,38,0,70851,1,1,0,0,48,0,20330,6,0,0,0,0,1,1
0,0,34,1,54853,0,1,1,1,44,0,18480,4,0,1,1,1,1,1
0,0,46,0,95662,1,1,0,1,21,1,25490,1,0,1,0,1,10,1
0,1,39,1,55220,1,1,1,1,66,0,10920,1,0,0,0,1,10,0
0,1,39,1,75946,1,1,0,1,19,1,20090,1,1,1,0,1,11,1
0,0,36,1,0,1,1,1,1,32,0,5100,4,0,0,0,1,9,1
0,0,51,0,59486,0,1,1,0,13,1,15990,6,0,1,1,1,11,1
1,0,27,1,22252,0,0,1,0,33,0,14070,1,0,0,0,1,7,1
0,1,36,1,26981,1,1,1,0,7,0,14410,4,0,0,0,0,7,1
1,0,48,0,118277,0,0,0,1,36,1,17680,15,1,1,0,1,18,1
0,1,40,1,93310,1,1,1,1,48,1,10830,1,0,1,0,1,8,1
1,0,40,0,30631,0,0,0,0,50,1,11510,4,1,1,0,1,1,1
0,0,36,0,127079,1,1,0,1,30,1,33200,4,0,1,0,1,20,1
1,0,51,0,93709,0,0,0,1,22,1,20770,6,1,0,0,0,19,1
0,0,33,1,74409,1,1,1,1,31,0,12240,4,0,0,0,0,17,1
0,0,56,0,63141,0,1,0,1,51,0,1500,7,0,1,0,0,12,1
0,0,39,0,96542,0,0,0,1,6,1,11150,10,0,0,0,0,12,1
0,0,54,0,76049,1,1,1,0,43,1,11190,13,0,0,0,0,4,1
0,0,35,1,78163,1,1,1,1,9,1,19020,4,0,0,0,0,10,0
0,0,57,0,128956,0,0,0,1,22,0,20100,9,1,0,0,1,16,1
0,1,43,1,12259,0,0,0,1,29,1,4250,7,0,0,0,0,9,0
0,0,41,0,4130,1,1,1,1,51,0,1500,4,0,0,0,0,11,0
0,0,57,0,98323,1,1,1,1,21,0,20920,1,0,0,0,0,11,1
0,0,47,0,88285,1,1,0,1,55,0,15030,1,0,1,0,1,13,1
0,0,39,0,85600,0,0,1,1,19,0,19760,13,0,1,0,1,15,1
0,0,47,0,0,1,1,1,0,27,1,17840,6,0,0,0,1,1,0
1,0,57,0,28617,1,1,1,0,40,0,17850,6,0,1,0,1,7,1
0,0,45,0,0,0,0,1,1,9,0,6000,13,0,1,0,1,2,1
1,0,38,1,48793,0,0,0,0,34,0,4900,4,1,0,0,0,6,0
0,0,35,1,45684,1,0,0,0,30,1,24110,9,1,0,0,0,6,0
0,0,48,0,131063,1,1,0,1,36,0,19410,5,1,0,0,0,7,1
1,0,25,1,26906,0,0,1,0,10,0,4000,1,0,1,1,1,8,1
0,0,53,0,36755,0,0,1,1,49,0,10480,16,0,1,0,1,15,1
0,0,35,0,0,0,0,1,1,8,1,6330,4,0,1,0,1,8,1
0,0,36,1,33294,0,0,1,0,26,0,10070,1,0,0,0,0,1,0
0,1,39,1,61612,1,1,1,0,32,1,24780,4,0,0,0,0,1,0
0,0,49,0,24289,1,1,1,0,36,0,8830,3,0,0,0,0,8,0
0,0,44,0,220722,1,0,0,1,49,0,13890,6,1,0,0,0,17,0
0,0,57,0,297435,1,1,0,1,40,1,34050,1,1,1,0,1,10,1
1,0,50,0,72306,1,1,0,1,57,0,14500,1,1,1,0,0,12,1
0,0,57,0,78467,0,0,1,1,45,1,42690,6,0,1,0,1,14,1
0,0,49,0,154853,0,0,1,1,40,0,24670,1,0,0,0,0,14,1
0,0,48,0,78931,1,1,0,1,5,0,15550,4,1,0,0,0,18,0
1,1,41,1,64957,1,1,0,1,47,1,12100,5,0,1,0,1,7,1
1,0,52,0,0,0,0,1,1,41,0,6400,1,0,1,0,1,11,1
1,1,36,1,90886,0,0,1,1,46,0,30790,1,0,1,0,1,17,1
1,0,46,0,71869,1,0,0,1,20,1,11180,17,0,1,0,1,15,1
0,0,39,0,101105,0,0,0,1,42,0,28800,6,1,0,0,0,19,1
0,0,47,0,212572,1,1,0,1,18,1,30670,6,1,0,1,0,18,1
0,0,53,0,27337,0,0,1,1,26,0,11970,8,0,0,0,1,13,0
0,0,51,0,192037,1,1,0,1,32,1,22170,10,1,0,0,0,12,1
1,0,43,1,58158,1,1,0,0,24,1,16400,6,1,0,0,0,1,1
0,0,49,0,37781,1,1,0,0,41,0,11370,7,1,0,0,0,6,1
0,0,51,0,74713,0,0,1,0,5,0,6600,11,0,0,0,0,12,0
1,0,34,1,0,0,0,1,0,22,0,10510,4,0,1,0,1,1,1
0,0,54,0,38768,1,1,0,1,28,0,1500,1,1,1,0,1,11,1
0,0,37,1,7575,0,1,1,0,59,0,6580,3,0,0,0,0,7,0
0,0,42,0,86596,1,1,0,1,32,0,7570,9,0,0,0,0,16,1
0,0,33,1,19824,1,1,1,0,53,0,4990,6,0,0,0,0,8,1
0,0,50,0,79989,1,1,1,1,29,0,25380,13,0,0,0,0,1,1
0,0,43,0,39848,1,0,1,1,45,0,5800,9,0,1,0,0,15,1
0,0,46,0,21525,1,1,1,1,25,0,7920,1,0,0,0,0,8,1
0,0,53,0,32196,1,1,0,0,11,0,11310,3,1,0,0,1,1,1
0,0,49,0,15492,1,1,1,0,39,0,18950,7,0,0,0,1,8,1
0,0,34,1,91963,0,0,1,1,40,1,25410,1,0,1,0,1,8,1
0,1,44,1,74943,1,1,1,1,21,0,10320,13,0,0,0,0,14,0
0,0,59,0,52356,0,0,0,0,84,0,6740,6,1,1,0,1,7,0
0,0,47,0,131985,1,1,1,1,21,0,19400,1,0,0,0,1,11,1
1,0,44,0,0,0,0,1,1,27,0,5900,4,0,0,0,1,11,1
0,0,49,0,276054,0,0,0,1,61,1,34070,7,1,1,0,0,17,1
1,0,34,1,42025,1,1,0,0,38,1,4900,1,0,0,0,0,9,1
0,0,47,0,179696,1,1,0,1,37,1,32300,18,1,0,0,0,7,1
0,1,49,1,70588,0,0,1,1,19,0,13460,11,0,1,0,1,17,1
0,0,34,1,24554,1,0,1,0,5,0,8770,3,0,1,0,0,1,1
0,0,43,1,50308,1,1,0,1,21,0,13380,11,1,0,0,0,9,1
0,0,58,0,182598,1,1,1,1,24,0,25560,7,0,0,0,0,14,1
0,0,50,0,727,0,0,1,0,62,1,18920,4,0,0,0,1,12,0
0,0,39,1,49423,0,0,1,0,53,0,10340,1,0,0,0,0,12,1
0,0,40,1,75128,1,1,0,1,50,0,6980,6,0,0,0,1,14,1
0,0,52,0,107636,1,1,1,1,68,0,16820,1,0,0,0,0,21,0
1,0,46,0,24139,0,0,0,0,41,1,8510,4,0,0,0,1,1,1
0,0,34,1,4362,0,0,1,0,43,1,6510,4,0,1,0,1,1,1
0,0,51,0,109916,1,1,0,1,31,0,6600,6,0,0,0,0,15,1
0,0,53,0,129978,1,1,1,1,63,0,25350,1,0,1,1,1,10,1
0,0,47,0,58273,1,1,1,1,33,0,12030,6,0,0,0,1,12,0
0,0,53,0,29429,1,1,0,0,33,0,12770,4,0,0,0,1,5,0
0,0,42,0,45301,1,1,1,1,42,0,22010,1,0,0,0,1,15,0
0,1,36,1,32646,1,1,1,0,18,0,11460,4,0,0,1,0,7,1
1,0,39,0,36141,0,0,0,0,27,1,15820,1,0,0,0,0,1,1
0,0,50,0,0,1,1,0,1,23,0,10350,6,1,1,0,1,22,1
1,0,47,0,40363,0,0,0,0,36,1,11120,1,1,1,1,1,1,1
0,0,44,0,115636,1,1,0,1,5,1,27630,4,0,0,0,0,6,1
1,0,48,0,45819,1,1,0,0,27,0,6080,6,0,1,1,1,9,1
1,1,36,1,33274,0,0,1,0,46,1,16780,6,0,1,1,1,1,1
1,0,58,0,27917,1,1,0,0,52,0,20410,1,1,0,1,1,8,1
0,0,61,0,43251,1,1,0,1,19,0,13660,1,0,0,0,0,19,1
0,0,42,0,149897,0,0,1,1,34,0,13910,6,0,0,0,1,10,1
1,0,39,1,0,0,0,1,1,15,0,19470,10,0,0,0,1,8,0
0,0,46,0,52703,1,1,0,0,6,0,11370,10,0,0,0,0,8,1
0,0,29,0,0,1,1,0,0,55,0,12710,3,1,1,0,0,5,1
0,0,43,1,54593,1,1,1,1,14,0,11260,1,0,1,0,1,11,1
0,0,42,0,50484,1,0,1,1,24,0,23760,1,0,0,0,1,13,1
0,0,49,0,65786,0,0,1,1,49,0,25290,6,0,0,0,1,1,1
0,0,55,0,50601,0,0,1,0,54,0,18480,1,0,1,1,1,5,1
0,0,44,0,71901,0,1,0,1,60,0,5900,1,1,0,0,1,11,1
0,1,63,1,42928,1,1,0,1,31,0,22480,6,0,1,0,1,15,1
0,0,36,0,32537,1,1,1,0,37,1,8990,6,0,0,0,0,6,1
1,1,49,1,128329,1,1,1,1,44,0,23000,1,0,1,0,1,18,1
1,0,26,1,2226,1,1,1,0,51,0,1720,1,0,0,0,1,1,1
0,0,59,0,94973,1,1,0,1,21,0,7400,1,1,0,0,0,11,1
1,0,46,0,51624,1,1,1,1,39,0,12850,1,0,1,0,1,21,1
0,0,49,0,47174,1,1,1,1,22,0,14380,6,0,0,1,0,9,1
0,0,35,1,82478,1,1,1,1,35,0,15790,1,0,0,0,0,11,1
0,0,42,0,29346,1,1,0,0,36,1,7930,6,1,0,0,0,1,0
1,0,27,1,27957,0,0,0,0,28,0,3770,1,0,1,0,1,10,0
0,1,40,1,113595,1,0,0,1,35,0,15380,4,1,1,0,1,11,1
0,0,49,0,93885,1,1,1,1,26,0,17380,1,0,0,0,1,12,1
0,0,34,0,7581,0,1,0,0,50,0,7560,7,1,0,0,1,6,1
0,1,39,1,92882,1,1,0,1,33,0,14690,9,0,0,0,0,9,0
0,0,48,0,252222,0,0,1,1,44,1,38550,1,0,1,0,0,11,1
1,0,45,0,16082,0,1,0,0,38,1,9580,4,1,1,0,0,1,1
0,0,49,0,40599,1,1,1,0,39,1,23790,3,0,1,0,1,5,1
0,0,49,0,62881,0,0,0,1,36,0,6400,9,1,0,0,1,10,1
0,0,57,0,57298,1,1,1,0,66,0,7200,4,0,0,1,0,1,0
0,0,39,1,48741,1,1,0,1,31,1,25460,1,0,1,0,1,21,1
0,0,32,1,68288,1,1,1,1,25,0,5790,1,0,0,0,0,10,1
0,0,45,0,20850,1,1,1,0,48,1,9590,7,0,0,0,0,1,0
1,0,41,0,21589,1,0,1,0,55,0,25700,4,0,0,0,1,1,1
0,0,47,0,71775,0,1,1,1,38,0,8680,4,0,0,0,0,9,1
0,0,33,1,42225,1,0,1,0,42,1,16320,6,1,0,0,1,1,1
1,0,41,0,60314,0,1,0,1,9,0,9350,1,1,1,0,1,10,1
0,0,42,1,80054,0,0,1,0,5,0,37120,1,0,0,0,0,10,0
0,0,39,1,24177,1,1,0,0,47,1,20570,9,0,0,0,0,1,0
0,0,33,1,21990,1,0,0,0,24,0,13900,3,1,0,0,1,8,1
0,0,37,1,63770,1,1,1,0,12,1,12510,1,0,0,0,0,9,0
0,1,37,1,6857,1,0,1,0,35,0,6480,4,0,1,0,0,7,0
0,0,53,0,76129,0,0,1,1,6,0,12810,7,0,0,0,1,12,1
0,1,43,1,25643,1,1,0,0,30,0,12930,4,0,1,0,1,1,1
0,0,39,1,11585,0,1,1,0,54,0,11620,13,0,0,0,0,1,0
0,0,44,0,26011,1,1,0,0,11,1,8500,1,1,0,0,1,1,1
0,0,62,0,0,0,1,1,0,39,0,12820,10,0,0,0,0,6,0
0,0,40,0,159373,1,1,0,1,24,0,5500,6,1,0,1,1,1,1
0,0,48,0,114948,1,1,1,1,5,0,18370,17,0,0,0,0,17,1
1,0,33,1,37793,0,0,0,0,21,1,9710,10,1,0,0,1,13,1
1,0,36,0,34329,1,1,0,0,56,1,8530,9,1,1,0,1,1,1
0,0,49,0,1545,0,0,1,0,54,0,6550,6,0,0,0,0,6,0
1,0,39,0,33570,1,0,0,1,44,0,7410,1,0,0,1,1,11,0
1,1,37,1,95102,0,0,1,1,32,0,22160,1,0,0,0,1,16,1
0,0,51,0,47936,1,1,0,1,41,0,11390,10,0,0,0,0,10,0
0,0,59,0,43118,1,1,1,0,22,1,30660,6,0,0,0,0,9,0
0,1,42,1,74412,0,0,1,1,26,0,16250,7,0,1,0,1,14,1
0,0,31,1,44120,0,0,0,0,12,1,6410,1,0,0,0,0,1,1
1,0,54,0,40862,0,0,1,1,48,0,20400,7,0,0,0,0,17,1
0,0,44,1,27607,0,0,1,0,48,0,12750,14,0,0,0,1,6,0
1,0,40,1,50401,1,0,1,0,5,0,14340,10,0,1,0,1,7,1
0,0,16,1,0,0,0,1,0,54,0,12940,1,1,0,0,1,7,1
1,0,52,0,84438,0,0,1,1,65,0,16940,1,0,0,0,1,17,1
0,0,37,0,48252,1,1,0,1,36,0,16170,1,1,0,1,0,10,1
0,0,39,0,35366,1,1,1,0,30,0,5400,4,0,0,0,0,9,0
0,0,61,0,201627,0,0,1,1,26,0,42770,6,0,0,0,0,12,1
0,0,46,0,12603,1,1,0,1,27,1,28440,10,0,0,0,0,12,1
1,0,40,0,130381,1,1,0,1,20,1,5500,3,1,1,0,1,20,1
0,0,51,0,58874,1,1,0,1,41,1,22010,7,0,0,0,0,14,0
0,0,43,1,118983,1,1,1,1,29,0,36960,1,0,1,1,1,11,1
0,0,34,1,102480,1,1,0,1,30,0,24360,6,0,0,0,1,12,1
0,0,50,0,60895,1,0,1,1,17,0,7590,7,0,1,0,1,14,1
0,0,49,0,58904,1,0,0,1,39,1,25890,1,1,0,0,1,9,1
0,0,43,0,174555,0,1,1,1,13,0,23250,10,0,0,0,0,9,1
1,0,41,0,0,1,1,1,1,40,0,5600,1,0,1,0,1,11,1
0,0,35,1,16920,0,1,1,0,33,0,6690,6,0,1,0,1,6,1
0,0,46,0,87380,1,0,1,1,56,0,1500,6,0,0,0,0,1,0
0,0,36,1,57148,0,0,1,1,57,0,28170,6,0,0,0,1,10,1
0,0,51,0,60776,1,1,0,1,25,0,16640,11,1,0,0,0,15,1
0,0,50,0,53567,1,1,0,0,15,0,11860,6,0,1,0,0,8,1
1,0,55,0,17049,1,1,0,0,28,0,8740,10,1,1,0,1,5,1
0,0,29,0,170162,0,0,1,1,5,0,25870,6,0,0,0,1,10,1
0,1,36,1,15358,1,1,1,0,16,0,24480,6,0,0,0,1,1,1
0,0,47,0,61365,0,0,1,0,6,1,26140,9,0,0,0,1,1,1
0,0,52,0,90250,1,0,0,1,44,0,15730,1,0,0,0,0,1,1
0,0,46,0,2633,1,1,1,1,45,0,12720,4,0,0,0,0,3,1
0,1,45,1,118731,0,1,1,1,60,0,8820,4,0,1,0,1,8,0
0,0,57,0,70532,1,1,0,1,33,0,14250,1,0,0,0,0,13,1
1,0,63,0,73121,1,1,0,1,14,0,20840,13,0,0,1,0,17,1
0,0,66,0,78187,1,1,1,1,45,0,14200,4,0,1,0,0,10,1
0,0,54,0,92261,1,1,0,1,55,0,12620,1,1,0,0,1,8,1
1,0,52,0,47042,1,0,0,0,15,1,18070,6,1,0,1,1,9,1
0,0,47,0,68244,1,1,0,0,19,1,18930,13,0,1,0,0,1,1
1,0,42,1,88995,0,0,1,1,45,0,25830,1,0,1,1,1,10,1
0,0,50,0,72745,0,0,0,0,47,0,17590,1,0,1,0,1,5,1
0,0,40,0,72242,1,1,1,0,14,0,17580,1,0,0,1,0,10,1
1,1,43,1,119341,1,0,1,1,35,0,1500,1,0,0,0,1,15,1
0,0,40,1,79991,1,1,1,0,29,1,28270,10,0,0,0,0,10,1
1,0,37,0,0,1,1,0,0,29,1,29330,1,1,1,0,1,1,1
0,0,49,0,137420,1,1,0,1,73,0,20140,13,1,0,0,0,13,1
0,0,44,0,73528,1,1,0,1,43,0,13250,4,0,0,1,0,11,1
0,0,45,0,64874,1,1,0,1,5,1,21160,6,1,1,0,1,21,1
0,0,43,0,30708,1,1,1,1,41,0,18550,4,0,1,0,0,9,1
0,0,51,0,71267,1,1,0,1,39,1,33370,4,0,0,0,0,5,1
0,0,39,0,10315,0,1,1,0,33,0,16570,10,0,0,0,0,1,1
1,0,48,0,56910,0,0,1,1,36,0,9430,6,0,1,0,1,12,1
0,0,34,1,69318,1,1,1,1,36,0,17700,11,0,0,0,0,5,1
0,0,34,1,71328,1,0,1,1,32,0,21320,6,1,0,0,0,15,1
1,0,53,0,140694,0,0,0,1,28,1,21750,9,1,0,0,0,17,1
1,0,54,0,127589,0,0,1,1,58,0,20810,6,0,0,0,0,15,1
0,0,51,0,30764,1,1,1,1,24,0,8430,6,0,1,0,1,16,1
1,1,39,1,0,0,0,1,1,39,0,6580,1,0,0,0,0,1,0
0,0,58,0,141386,0,0,0,1,51,1,23530,1,1,1,0,1,19,1
0,0,35,0,58941,1,1,1,0,61,1,13510,6,0,0,0,0,5,0
1,1,42,1,110128,1,1,0,1,33,1,37670,1,1,0,0,0,14,1
0,0,41,1,153270,1,1,1,1,12,1,20930,6,0,0,1,0,6,1
0,0,52,0,109493,1,1,1,1,26,1,27790,11,0,0,0,0,14,1
0,0,34,1,33865,1,1,0,0,17,1,16350,6,1,1,0,0,1,1
0,0,37,0,0,0,0,0,1,10,1,13090,4,0,0,0,0,11,0
1,0,51,0,101859,1,1,1,1,48,0,13390,4,0,0,1,0,17,0
1,0,55,0,33519,1,1,1,1,61,0,14760,1,0,0,0,1,5,1
1,1,42,1,24177,1,0,1,0,42,0,21200,13,0,1,1,1,1,0
0,0,41,0,0,1,1,1,1,55,1,5600,1,0,0,0,1,14,0
0,0,28,1,75089,0,0,0,1,18,0,22420,7,1,0,0,1,13,1
0,0,45,1,128654,1,1,0,1,41,0,7580,4,0,0,0,1,14,1
0,0,53,0,113918,0,0,0,1,37,0,6800,1,1,0,0,1,19,1
1,0,36,1,30033,1,1,1,0,32,1,16310,10,0,0,1,0,12,1
0,0,51,0,101534,1,1,0,1,28,0,32910,11,1,1,0,0,19,1
0,1,37,1,0,0,0,1,0,59,1,16590,1,0,1,0,1,7,0
0,0,61,0,42089,1,1,0,0,35,1,11810,3,1,0,0,0,7,1
1,0,55,0,42304,0,0,0,1,24,1,31210,6,1,1,0,1,1,1
0,0,46,0,165373,0,0,0,1,32,1,41490,4,1,0,0,0,20,1
0,0,55,0,73246,1,1,1,1,12,0,19610,6,0,0,0,1,14,1
1,1,36,1,40570,1,1,1,1,30,0,1500,4,0,1,1,1,1,1
0,1,41,1,14226,0,1,0,0,37,1,7020,10,0,1,0,1,14,1
0,0,55,0,95473,0,0,1,1,22,0,35340,7,0,0,0,0,10,0
0,0,48,0,27700,1,1,1,0,35,0,15070,7,0,1,0,0,7,1
1,0,42,1,134520,1,0,0,1,36,0,5700,1,0,1,0,1,12,1
0,1,38,1,18348,1,1,1,0,18,0,7130,10,0,0,0,1,1,0
0,0,56,0,0,1,1,1,1,60,0,20680,1,0,0,1,0,13,0
0,0,44,0,41390,1,0,0,1,27,0,7710,8,1,1,0,0,11,1
0,0,56,1,75265,1,0,0,0,7,0,14630,17,1,0,0,1,10,1
0,0,34,1,105690,0,0,0,1,38,1,15180,6,1,1,1,1,9,1
1,0,48,0,50655,0,0,0,0,29,1,11370,6,1,1,1,1,8,1
0,0,47,0,42278,1,1,0,1,25,1,18570,6,0,1,0,0,16,1
0,0,40,0,104996,0,0,0,1,5,0,16000,17,0,1,1,1,6,1
0,0,48,0,69589,1,1,0,1,39,1,37500,7,0,0,0,1,17,1
0,0,35,1,43196,1,1,1,1,22,0,16430,3,0,0,1,0,15,1
1,0,49,0,13394,0,0,0,0,37,1,21190,13,1,1,0,0,5,1
1,1,36,1,102147,1,1,0,0,28,0,15310,4,0,1,0,1,7,1
1,0,43,0,96399,1,1,1,1,51,0,14920,1,0,1,0,1,12,1
0,0,53,0,203641,1,1,1,1,40,1,31820,4,0,0,0,0,7,1
1,0,31,0,67842,0,0,0,1,49,1,4600,7,1,0,1,0,1,1
0,0,55,0,63376,1,1,1,1,25,1,20390,1,0,0,0,0,14,0
0,0,48,0,120483,1,1,0,1,60,0,14110,7,1,0,0,0,12,1
0,0,41,0,225311,1,1,1,1,33,1,16990,1,0,1,0,1,9,1
0,0,53,0,142751,1,1,0,1,58,1,30860,1,1,1,0,1,17,1
0,0,53,0,98239,1,1,0,1,51,1,34040,12,1,0,0,1,7,1
1,1,45,1,72738,0,0,1,1,52,0,15420,1,0,1,0,1,1,1
1,0,47,0,65802,1,1,1,0,31,0,6200,1,0,0,0,0,1,1
0,1,55,1,30841,1,0,0,0,42,1,8310,14,1,0,0,1,10,0
1,0,38,0,52506,1,1,1,0,56,1,41570,3,0,1,0,1,10,1
0,0,38,0,29879,0,0,1,0,29,0,15590,1,0,0,0,0,7,1
0,0,34,1,79549,1,0,1,1,35,0,11310,10,0,0,0,1,14,0
0,0,46,0,74181,1,0,1,0,33,0,24340,7,0,0,0,1,6,0
1,0,50,0,43543,1,1,0,1,49,1,15890,4,1,0,0,1,5,1
0,0,48,0,29626,1,1,0,0,34,1,30490,1,1,1,1,1,11,1
